location,bhk,total_sqft,bath,price,sqft_per_bedroom
Defence Colony,4,6600.0,4.0,986.0,1650.0
Banashankari,2,1020.0,2.0,40.79,510.0
Nagarbhavi,2,1200.0,2.0,150.0,600.0
Yelahanka,3,1275.0,2.0,95.0,425.0
Cambridge Layout,4,1600.0,3.0,165.0,400.0
Kanakapura,2,1110.0,2.0,38.85,555.0
Uttarahalli,3,1627.86,3.0,88.0,542.62
Byagadadhenahalli,2,620.0,2.0,22.0,310.0
Whitefield,4,3004.0,4.0,285.0,751.0
Hosa Road,2,1133.0,2.0,52.0,566.5
Hennur Road,2,1182.0,2.0,82.5,591.0
Tumkur Road,3,1500.0,3.0,100.0,500.0
Hebbal Kempapura,4,3900.0,5.0,360.0,975.0
Marathahalli,2,1200.0,2.0,58.0,600.0
Raja Rajeshwari Nagar,2,1128.0,2.0,48.79,564.0
Jayanagar,2,900.0,2.0,110.0,450.0
Amruthahalli,2,1100.0,2.0,45.0,550.0
Kengeri Satellite Town,2,635.0,1.0,22.0,317.5
Ardendale,4,2062.0,3.0,140.0,515.5
Thanisandra,3,1874.0,4.0,130.0,624.6666666666666
Vidyaranyapura,4,600.0,3.0,78.0,150.0
Old Madras Road,2,1171.0,2.0,75.0,585.5
Sarjapur,3,2020.0,3.0,85.0,673.3333333333334
8th Phase JP Nagar,2,1059.0,2.0,34.5,529.5
Panathur,3,1315.0,2.0,59.1,438.3333333333333
Jakkur,3,1760.0,3.0,110.0,586.6666666666666
Sampangi Rama Nagar,2,1200.0,2.0,125.0,600.0
Hennur Road,3,1192.0,2.0,62.0,397.3333333333333
Hebbal,3,1645.0,3.0,121.0,548.3333333333334
Whitefield,2,1250.0,2.0,72.0,625.0
Whitefield,1,709.0,1.0,34.385,709.0
Whitefield,2,1340.0,2.0,77.0,670.0
Cooke Town,3,2388.0,4.0,239.0,796.0
Hosa Road,2,1369.1,2.0,104.0,684.55
Jalahalli West,2,1355.0,2.0,75.0,677.5
Bannerghatta Road,2,1150.0,2.0,65.0,575.0
Kanakapura,3,1938.0,3.0,113.0,646.0
Begur Road,4,2462.0,4.0,124.0,615.5
Budigere,3,1636.0,3.0,85.0,545.3333333333334
Akshaya Nagar,3,1430.0,2.0,75.0,476.6666666666667
BEML Layout 5th stage,3,2000.0,3.0,85.0,666.6666666666666
Electronic City Phase II,3,993.0,2.0,50.0,331.0
Laggere,4,1260.0,4.0,150.0,315.0
Kanakpura Road,3,1700.0,3.0,88.0,566.6666666666666
Yelahanka,2,1270.0,2.0,78.0,635.0
Anjanapura,3,1500.0,3.0,121.0,500.0
Koramangala,3,2300.0,3.0,290.0,766.6666666666666
Hunasamaranahalli,4,7500.0,4.0,900.0,1875.0
Marathahalli,3,1650.0,3.0,86.45,550.0
Panathur,2,1109.0,2.0,63.0,554.5
Pragathi Nagar,2,1280.0,2.0,49.75,640.0
Sarjapur,4,2885.0,3.0,185.0,721.25
Banashankari,9,1200.0,9.0,145.0,133.33333333333334
Devanahalli,3,1600.0,3.0,180.0,533.3333333333334
Kothanur,3,1462.0,3.0,71.0,487.3333333333333
Marathahalli,1,607.0,1.0,35.0,607.0
Kammasandra,2,930.0,2.0,25.0,465.0
Varthur,4,4500.0,5.0,300.0,1125.0
Sahakara Nagar,5,1200.0,5.0,160.0,240.0
Malleshwaram,3,2600.0,3.0,237.0,866.6666666666666
JP Nagar,4,3000.0,4.0,140.0,750.0
Electronic City Phase II,3,1418.0,3.0,52.47,472.6666666666667
Ramesh Nagar,2,4200.0,1.0,160.0,2100.0
EPIP Zone,2,1125.0,2.0,65.0,562.5
CV Raman Nagar,3,1825.0,3.0,126.0,608.3333333333334
Whitefield,2,1320.0,2.0,79.5,660.0
JP Nagar,4,3000.0,4.0,140.0,750.0
HAL 2nd Stage,3,1490.0,2.0,300.0,496.6666666666667
8th block Koramangala,4,1650.0,3.0,300.0,412.5
Whitefield,2,750.0,2.0,52.7,375.0
Yelahanka,3,1400.0,2.0,80.54,466.6666666666667
Sathya Sai Layout,4,4104.0,4.0,360.0,1026.0
Rajaji Nagar,4,5000.0,4.0,375.0,1250.0
Mahadevpura,5,3295.0,4.0,260.0,659.0
A Narayanapura,4,1150.0,3.0,110.0,287.5
Whitefield,3,1200.0,3.0,61.96,400.0
Poorna Pragna Layout,2,965.0,2.0,48.0,482.5
Gottigere,1,812.0,1.0,26.0,812.0
KR Puram,2,1100.0,2.0,43.0,550.0
Whitefield,2,1180.0,2.0,41.0,590.0
HSR Layout,2,1145.0,2.0,48.0,572.5
Haralur Road,2,1027.0,2.0,44.0,513.5
Silk Board,2,1215.0,2.0,49.85,607.5
Hegde Nagar,2,1200.0,2.0,75.0,600.0
Kenchenahalli,2,1015.0,2.0,58.0,507.5
Kaggalipura,3,2400.0,3.0,165.0,800.0
Whitefield,4,3000.0,4.0,306.0,750.0
7th Phase JP Nagar,3,3300.0,4.0,160.0,1100.0
Puttanahalli,2,1076.0,2.0,52.0,538.0
JP Nagar,2,1300.0,2.0,109.0,650.0
Hebbal Kempapura,2,1300.0,2.0,102.0,650.0
Hosa Road,3,1512.0,3.0,123.0,504.0
Bhoganhalli,3,1053.4,3.0,88.91,351.1333333333334
Yeshwanthpur,1,605.0,1.0,41.745,605.0
Hormavu,2,1153.0,2.0,65.0,576.5
Virat Nagar,2,2080.0,2.0,150.0,1040.0
Hulimavu,2,1255.0,2.0,69.0,627.5
Marathahalli,3,1583.0,3.0,109.0,527.6666666666666
Kundalahalli Colony,2,1505.0,2.0,90.0,752.5
Kathriguppe,3,1365.0,2.0,75.08,455.0
Dwarka Nagar,3,1200.0,3.0,95.75,400.0
Amblipura,3,1810.0,4.0,148.0,603.3333333333334
Magadi Road,1,440.0,1.0,35.0,440.0
Subramanyapura,2,975.0,2.0,63.0,487.5
Doddagubbi,2,1250.0,2.0,39.0,625.0
Gopalkrishna Nagar,3,1530.0,2.0,97.0,510.0
Kereguddadahalli,3,1300.0,2.0,39.0,433.3333333333333
Channasandra,2,1115.0,2.0,40.0,557.5
Sarjapur  Road,2,1308.0,2.0,83.0,654.0
Parappana Agrahara,2,1194.0,2.0,47.0,597.0
Uttarahalli,3,1490.0,2.0,59.6,496.6666666666667
Bannerghatta Road,4,10000.0,4.0,450.0,2500.0
Sarjapur  Road,3,1592.0,3.0,91.0,530.6666666666666
Rajaji Nagar,2,1222.0,2.0,112.0,611.0
Raja Rajeshwari Nagar,2,1267.0,2.0,42.85,633.5
Balagere,1,656.0,1.0,53.0,656.0
Dodda Nekkundi,4,3400.0,4.0,530.0,850.0
Garudachar Palya,4,4500.0,5.0,400.0,1125.0
Chandapura,2,1200.0,1.0,36.0,600.0
Thanisandra,3,1698.0,3.0,102.0,566.0
Tata Nagar,3,1500.0,3.0,70.0,500.0
Sunkadakatte,4,2000.0,5.0,80.0,500.0
Electronic City,2,1152.0,2.0,65.75,576.0
Raja Rajeshwari Nagar,1,550.0,1.0,21.0,550.0
Pattandur Agrahara,2,900.0,2.0,42.0,450.0
Rajarajeshwari nagar,3,1410.0,2.0,45.12,470.0
Akshaya Nagar,3,1419.0,2.0,73.0,473.0
Amruthahalli,2,1200.0,2.0,55.0,600.0
AECS Layout,3,1800.0,3.0,65.0,600.0
Gottigere,2,990.0,2.0,40.0,495.0
Sarjapur  Road,2,1016.0,2.0,45.0,508.0
Bannerghatta Road,2,1100.0,2.0,39.0,550.0
Ramamurthy Nagar,4,850.0,2.0,65.0,212.5
Whitefield,2,1095.0,2.0,35.0,547.5
Rajarajeshwarinagar,3,2000.0,3.0,85.0,666.6666666666666
Budigere,2,1444.0,2.0,70.0,722.0
Whitefield,2,1415.0,2.0,67.0,707.5
Jinkethimmanahalli,3,1500.0,2.0,130.0,500.0
Daadys Gaarden Layout,3,1600.0,3.0,72.0,533.3333333333334
Whitefield,2,1105.0,2.0,41.36,552.5
Electronic City,3,1225.0,3.0,45.03,408.3333333333333
Frazer Town,3,2560.0,3.0,265.0,853.3333333333334
Kanakpura Road,2,1080.0,2.0,37.8,540.0
Dasarahalli,7,2400.0,3.0,150.0,342.85714285714283
Talaghattapura,3,1856.0,3.0,135.0,618.6666666666666
Haralur Road,3,1464.0,3.0,56.0,488.0
Vishwapriya Nagar,6,2100.0,6.0,71.0,350.0
Sarjapur  Road,2,1150.0,2.0,77.0,575.0
Abbigere,5,1200.0,4.0,98.0,240.0
5th Phase JP Nagar,3,1485.0,2.0,67.0,495.0
Vimanapura,3,2500.0,3.0,75.0,833.3333333333334
Whitefield,2,1200.0,2.0,45.0,600.0
Hennur Road,2,1036.0,2.0,59.46,518.0
Whitefield,4,3445.0,5.0,270.0,861.25
Dodsworth Layout,2,1400.0,2.0,80.0,700.0
Bommanahalli,2,1110.0,2.0,33.0,555.0
Kodichikkanahalli,2,1150.0,2.0,48.0,575.0
Kenchenahalli,1,715.0,1.0,45.0,715.0
Magadi Road,4,1200.0,4.0,130.0,300.0
Rajaji Nagar,5,1200.0,3.0,260.0,240.0
Jakkur,4,2283.0,4.0,130.0,570.75
1st Stage Radha Krishna Layout,6,1790.0,5.0,250.0,298.3333333333333
Hormavu,3,1453.0,2.0,43.58,484.3333333333333
Nagarbhavi,3,1400.0,2.0,85.0,466.6666666666667
Padmanabhanagar,3,1400.0,3.0,65.0,466.6666666666667
Whitefield,3,1700.0,3.0,140.0,566.6666666666666
Kanakpura Road,3,1591.0,3.0,120.0,530.3333333333334
Nagarbhavi,3,1515.0,2.0,79.0,505.0
Marathahalli,5,2500.0,3.0,200.0,500.0
Chandapura,2,975.0,2.0,24.86,487.5
Yeshwanthpur,3,1382.0,2.0,76.18,460.6666666666667
Nagasandra,7,1750.0,5.0,350.0,250.0
Sector 1 HSR Layout,3,1533.0,3.0,150.0,511.0
Cunningham Road,3,3815.0,3.0,763.0,1271.6666666666667
Amarjyothi Colony,2,1100.0,2.0,38.0,550.0
Dairy Circle,4,3730.0,6.0,450.0,932.5
Banashankari Stage II,3,1500.0,2.0,120.0,500.0
Yelahanka,3,1391.0,2.0,64.5,463.6666666666667
Begur Road,2,1160.0,2.0,42.92,580.0
Chandapura,1,620.0,1.0,27.0,620.0
MS Pallya,8,2400.0,9.0,350.0,300.0
Vidyaranyapura,8,1200.0,7.0,130.0,150.0
Whitefield,4,4827.0,4.0,400.0,1206.75
Kanakpura Road,3,1482.0,3.0,60.98,494.0
Whitefield,2,1405.0,2.0,84.5,702.5
Gunjur,2,1190.0,2.0,40.0,595.0
Harlur,2,1174.0,2.0,78.0,587.0
Seegehalli,2,1155.0,2.0,72.0,577.5
Thanisandra,3,1411.0,3.0,93.04,470.3333333333333
Jalahalli West,2,745.0,2.0,50.0,372.5
Kereguddadahalli,2,1000.0,2.0,30.0,500.0
Jigani,2,923.0,2.0,50.0,461.5
Yeshwanthpur,2,1000.0,2.0,32.0,500.0
Battarahalli,2,1276.0,2.0,45.0,638.0
Devasthanagalu,3,1460.0,3.0,70.0,486.6666666666667
Yemlur,2,1355.0,2.0,95.0,677.5
Avalahalli,1,833.0,1.0,49.0,833.0
Bapuji Layout,8,1200.0,8.0,275.0,150.0
Cambridge Layout,5,1750.0,5.0,450.0,350.0
Ramamurthy Nagar,2,1200.0,2.0,48.0,600.0
Yeshwanthpur,1,669.0,1.0,36.85,669.0
7th Phase JP Nagar,3,2200.0,4.0,105.0,733.3333333333334
Koramangala,3,1594.0,3.0,125.0,531.3333333333334
Kothanur,3,1790.0,3.0,105.0,596.6666666666666
NGR Layout,2,1020.0,2.0,45.0,510.0
Doddanekundi,4,3250.0,5.0,850.0,812.5
Vasantapura main road,2,1037.0,2.0,36.28,518.5
Whitefield,3,1345.0,2.0,57.0,448.3333333333333
Kodichikkanahalli,2,1070.0,2.0,43.0,535.0
Sector 6 HSR Layout,4,3000.0,5.0,270.0,750.0
Yeshwanthpur,3,1385.0,2.0,76.18,461.6666666666667
Kanakpura Road,2,1207.0,2.0,79.9,603.5
Varthur,2,1140.0,2.0,55.5,570.0
Basavanapura,2,1220.0,2.0,68.0,610.0
CQAL Layout,4,3811.0,3.0,475.0,952.75
Iblur Village,4,3596.0,5.0,252.0,899.0
Sarjapur  Road,3,1965.0,3.0,120.0,655.0
Koramangala,3,1760.0,2.0,115.0,586.6666666666666
Haralur Road,2,1225.0,2.0,70.0,612.5
Marathahalli,2,1075.0,2.0,52.43,537.5
Panathur,2,1000.0,2.0,68.0,500.0
Hennur Road,3,1891.0,3.0,109.0,630.3333333333334
Yelahanka,2,1322.0,2.0,86.0,661.0
Mathikere,3,1095.0,3.0,215.0,365.0
Bellandur,4,3600.0,4.0,260.0,900.0
AECS Layout,2,1045.0,2.0,36.58,522.5
Venugopal Reddy Layout,3,1545.0,3.0,85.0,515.0
Thanisandra,3,1996.0,3.0,135.0,665.3333333333334
Brookefield,2,1125.0,2.0,70.0,562.5
Mysore Road,3,1560.0,3.0,115.0,520.0
BEML Layout,3,2000.0,2.0,85.0,666.6666666666666
Murugeshpalya,4,3100.0,4.0,310.0,775.0
Lake City,2,780.0,2.0,35.0,390.0
Lakshmipura,2,1350.0,2.0,110.0,675.0
Sarjapur  Road,3,2275.0,4.0,180.0,758.3333333333334
Pragathi Nagar,2,1350.0,2.0,41.0,675.0
Haralur Road,3,1464.0,3.0,56.0,488.0
Kanakpura Road,3,1570.0,3.0,64.5,523.3333333333334
Dasanapura,1,708.0,1.0,28.32,708.0
Sarjapur  Road,3,1680.0,3.0,160.0,560.0
Hoodi,2,1400.0,2.0,82.0,700.0
Bellandur,2,1310.0,2.0,72.0,655.0
BTM Layout,6,3300.0,6.0,165.0,550.0
Electronics City Phase 1,2,1175.0,2.0,57.0,587.5
Chikkalasandra,3,1428.0,2.0,80.0,476.0
Akshaya Nagar,4,750.0,4.0,62.0,187.5
Whitefield,4,3252.0,4.0,280.0,813.0
Haralur Road,2,1194.0,2.0,46.0,597.0
Old Town,8,750.0,8.0,200.0,93.75
8th Phase JP Nagar,2,1080.0,2.0,35.0,540.0
Vijaya Bank Layout,3,1200.0,2.0,68.0,400.0
Whitefield,2,1200.0,2.0,45.0,600.0
Okalipura,5,1200.0,4.0,120.0,240.0
Bommasandra Industrial Area,3,1320.0,2.0,38.13,440.0
Badavala Nagar,3,1842.0,3.0,115.0,614.0
Sector 2 HSR Layout,2,1146.0,2.0,55.0,573.0
Rachenahalli,1,440.0,1.0,28.0,440.0
Sahakara Nagar,2,1048.0,2.0,50.0,524.0
Thanisandra,3,1801.0,3.0,115.0,600.3333333333334
Hennur Road,2,1232.0,2.0,69.61,616.0
Whitefield,2,1150.0,2.0,90.0,575.0
Talaghattapura,3,1868.0,3.0,120.0,622.6666666666666
Begur,3,1445.0,2.0,47.1,481.6666666666667
Hebbal Kempapura,3,1466.0,2.0,140.0,488.6666666666667
Harlur,3,1730.0,3.0,100.0,576.6666666666666
JP Nagar,3,3860.0,3.0,402.0,1286.6666666666667
Somasundara Palya,2,1185.0,2.0,70.0,592.5
Yeshwanthpur,3,3027.0,4.0,260.0,1009.0
Whitefield,4,2400.0,4.0,147.0,600.0
Kaval Byrasandra,2,1185.0,2.0,49.0,592.5
Hongasandra,2,1150.0,2.0,49.0,575.0
Maruthi Extension,5,2000.0,4.0,180.0,400.0
Vidyapeeta,6,875.0,3.0,98.0,145.83333333333334
Pai Layout,2,1075.0,2.0,35.0,537.5
Hebbal,3,1760.0,3.0,123.0,586.6666666666666
Banashankari,2,1600.0,2.0,63.98,800.0
Madiwala,4,910.0,4.0,140.0,227.5
Haralur Road,2,1000.0,2.0,78.0,500.0
7th Phase JP Nagar,2,1215.0,2.0,90.0,607.5
EPIP Zone,3,1734.0,3.0,125.0,578.0
Akshaya Nagar,2,1280.0,2.0,60.0,640.0
Rachenahalli,2,1113.0,2.0,55.0,556.5
Horamavu Banaswadi,2,1272.0,2.0,48.0,636.0
Kereguddadahalli,3,1240.0,3.0,41.0,413.3333333333333
Varthur,8,704.0,8.0,92.0,88.0
Yelahanka,2,1100.0,2.0,70.0,550.0
Ambalipura,2,896.0,2.0,30.13,448.0
Rachenahalli,4,3657.0,5.0,220.0,914.25
BTM 2nd Stage,2,1200.0,2.0,35.0,600.0
Ramagondanahalli,4,2800.0,4.0,155.0,700.0
Hebbal,4,2790.0,4.0,198.0,697.5
Ambalipura,3,3500.0,3.0,198.0,1166.6666666666667
Ramamurthy Nagar,3,3600.0,3.0,150.0,1200.0
Sarjapur,2,1500.0,2.0,30.0,750.0
Meenakshi Layout,8,1200.0,7.0,220.0,150.0
S R Layout,2,1096.0,2.0,48.0,548.0
Cholanayakanahalli,2,580.0,2.0,95.0,290.0
GD Layout,2,1094.0,2.0,44.0,547.0
Vittal Nagar,2,1100.0,2.0,49.0,550.0
Iblur Village,4,2987.5,5.0,191.0,746.875
Koramangala,4,2503.0,6.0,325.0,625.75
Nagarbhavi,2,1145.0,2.0,40.0,572.5
Rachenahalli,3,1550.0,3.0,74.5,516.6666666666666
Seegehalli,3,1830.0,4.0,82.0,610.0
Hoodi,3,1746.0,3.0,84.95,582.0
Maruthi Sevanagar,4,1280.0,4.0,115.0,320.0
Kengeri,2,918.0,2.0,27.54,459.0
Chandapura,1,645.0,1.0,16.45,645.0
Banashankari Stage III,3,1305.0,2.0,60.0,435.0
Thigalarapalya,2,1207.0,2.0,62.0,603.5
Thanisandra,3,1678.0,3.0,125.0,559.3333333333334
Kaggalipura,2,950.0,2.0,50.0,475.0
Munnekollal,10,1200.0,7.0,240.0,120.0
Electronic City,2,1070.0,2.0,55.0,535.0
Ardendale,3,1732.46,3.0,92.0,577.4866666666667
Attibele,3,1639.0,2.0,40.98,546.3333333333334
Marathahalli,2,1360.0,2.0,103.0,680.0
Malleshpalya,4,2592.0,4.0,250.0,648.0
RMV 2nd Stage,3,4470.0,3.0,700.0,1490.0
Kithaganur,5,720.0,4.0,62.0,144.0
Lakshminarayana Pura,3,1656.0,3.0,150.0,552.0
Sarjapur  Road,2,985.0,2.0,49.0,492.5
Dodda Nekkundi,3,1999.0,3.0,135.0,666.3333333333334
7th Phase JP Nagar,2,1050.0,2.0,75.0,525.0
Whitefield,3,1440.0,2.0,64.0,480.0
Basavangudi,3,1600.0,2.0,160.0,533.3333333333334
Ramagondanahalli,2,1253.0,2.0,52.66,626.5
Shirdi Sai Nagar,3,1200.0,3.0,85.0,400.0
Padmanabhanagar,3,1360.0,2.0,75.0,453.3333333333333
Hagadur,2,1086.0,2.0,47.5,543.0
Wilson Garden,3,1655.0,3.0,155.0,551.6666666666666
Old Madras Road,4,2600.0,4.0,260.0,650.0
Sarjapur  Road,2,1418.0,2.0,78.0,709.0
Kalena Agrahara,2,1270.0,2.0,100.0,635.0
Begur Road,3,1410.0,2.0,52.17,470.0
"JP Nagar 7th Phase, ",2,1150.0,2.0,74.0,575.0
Ramamurthy Nagar,2,600.0,3.0,45.0,300.0
Raghuvanahalli,3,1440.0,3.0,65.8,480.0
J C Nagar,3,1200.0,2.0,108.0,400.0
Sadduguntepalya,2,1200.0,2.0,75.0,600.0
Begur Road,3,1410.0,2.0,50.06,470.0
Chandapura,4,1200.0,5.0,92.0,300.0
Jalahalli,3,600.0,3.0,60.0,200.0
Whitefield,1,624.0,1.0,35.0,624.0
Electronic City,2,1060.0,2.0,58.0,530.0
Hebbal,4,3960.0,5.0,386.0,990.0
Whitefield,2,1200.0,2.0,45.0,600.0
Vidyaranyapura,4,1200.0,4.0,175.0,300.0
Sarjapur,4,1917.0,3.0,60.0,479.25
KR Puram,2,950.0,2.0,40.0,475.0
Channasandra,2,3040.0,2.0,48.0,1520.0
BTM 2nd Stage,3,1250.0,3.0,50.0,416.6666666666667
Vishwapriya Layout,2,1235.0,2.0,60.0,617.5
Budigere,1,722.0,1.0,46.0,722.0
Kanakpura Road,4,2775.0,3.0,165.0,693.75
Sarjapur  Road,2,1200.0,2.0,93.0,600.0
Bannerghatta Road,3,1400.0,3.0,68.0,466.6666666666667
Mallathahalli,3,1225.0,3.0,60.0,408.3333333333333
Marathahalli,2,1220.0,2.0,58.5,610.0
Nagavarapalya,1,705.0,1.0,52.5,705.0
Battarahalli,3,1880.0,3.0,94.36,626.6666666666666
Yelahanka,2,1200.0,2.0,70.0,600.0
Doddakammanahalli,3,1550.0,2.0,60.0,516.6666666666666
Lingadheeranahalli,3,1893.0,3.0,130.0,631.0
HMT Layout,3,1650.0,3.0,75.0,550.0
Chikkathoguru,2,1113.0,2.0,46.0,556.5
BEL Road,2,1500.0,2.0,203.0,750.0
Kamakshipalya,9,1800.0,9.0,180.0,200.0
Sarjapur  Road,3,1586.0,3.0,70.0,528.6666666666666
Seegehalli,3,4000.0,3.0,235.0,1333.3333333333333
Yelahanka New Town,3,1541.0,3.0,80.0,513.6666666666666
Haralur Road,3,1830.0,3.0,101.0,610.0
Kodigehalli,2,1200.0,2.0,48.0,600.0
Bidrahalli,3,1800.0,2.0,72.0,600.0
Bommasandra,2,1015.0,2.0,40.0,507.5
Raja Rajeshwari Nagar,2,1120.0,2.0,37.95,560.0
Hoodi,1,706.0,1.0,48.24,706.0
Medi Agrahara,4,1350.0,4.0,85.0,337.5
Kumaraswami Layout,6,610.0,4.0,95.0,101.66666666666667
Kanakpura Road,3,1900.0,3.0,99.0,633.3333333333334
Harlur,4,1200.0,4.0,243.0,300.0
Seegehalli,4,3000.0,5.0,150.0,750.0
Bisuvanahalli,3,1075.0,2.0,42.0,358.3333333333333
Kanakpura Road,2,1290.0,2.0,80.0,645.0
Akshaya Nagar,2,1200.0,2.0,50.0,600.0
Hormavu,2,1150.0,2.0,53.11,575.0
Uttarahalli,3,1360.0,2.0,61.2,453.3333333333333
4th Block Koramangala,9,4500.0,9.0,500.0,500.0
whitefiled,2,935.0,2.0,32.73,467.5
Cox Town,3,1730.0,3.0,140.0,576.6666666666666
Sarjapur  Road,2,1260.0,2.0,53.0,630.0
Banagiri Nagar,6,675.0,6.0,125.0,112.5
Marathahalli,4,4000.0,4.0,650.0,1000.0
Marathahalli,2,950.0,2.0,45.68,475.0
Subbannaiah Palya,2,600.0,3.0,85.0,300.0
Vadarpalya,5,2500.0,5.0,120.0,500.0
Hegde Nagar,4,3216.0,5.0,300.0,804.0
N R Layout,6,800.0,3.0,120.0,133.33333333333334
Budigere,3,1991.0,4.0,88.0,663.6666666666666
Sarjapur  Road,2,1115.0,2.0,60.0,557.5
Koramangala,3,1900.0,3.0,150.0,633.3333333333334
Whitefield,2,1109.0,2.0,41.49,554.5
Rajiv Nagar,4,2340.0,5.0,129.0,585.0
Judicial Layout,6,1200.0,6.0,300.0,200.0
Whitefield,4,4356.0,5.0,850.0,1089.0
9th Phase JP Nagar,2,1005.0,2.0,43.0,502.5
Kengeri,1,416.0,1.0,19.5,416.0
1st Phase JP Nagar,2,1394.0,2.0,100.0,697.0
Harlur,3,2138.0,3.0,110.0,712.6666666666666
Richards Town,3,1550.0,3.0,160.0,516.6666666666666
Nagavarapalya,3,1300.0,3.0,80.0,433.3333333333333
Thanisandra,2,1265.0,2.0,82.0,632.5
Manorayana Palya,2,1140.0,2.0,52.0,570.0
BCC Layout,2,1050.0,2.0,40.0,525.0
Thanisandra,2,1100.0,2.0,48.0,550.0
Varthur,2,1012.0,2.0,59.0,506.0
Varthur,4,1600.0,4.0,112.0,400.0
Yelahanka,2,1326.0,2.0,57.0,663.0
Hebbal Kempapura,3,1654.0,2.0,85.0,551.3333333333334
Jeevan bima nagar,3,1705.0,2.0,290.0,568.3333333333334
Chikkalasandra,2,1070.0,2.0,42.8,535.0
Whitefield,3,1700.0,3.0,95.0,566.6666666666666
Bhoganhalli,2,910.2,2.0,80.64,455.1
Kogilu,2,1140.0,2.0,50.66,570.0
Whitefield,4,4960.0,4.0,400.0,1240.0
Talaghattapura,3,2254.0,3.0,170.0,751.3333333333334
Kanakapura,2,945.0,2.0,47.0,472.5
Begur Road,4,2462.0,6.0,150.0,615.5
Giri Nagar,3,1350.0,3.0,240.0,450.0
Marathahalli,1,615.0,1.0,44.0,615.0
Ramamurthy Nagar,2,1110.0,2.0,65.0,555.0
Haralur Road,1,575.0,1.0,88.0,575.0
Electronic City,2,1025.0,2.0,54.1,512.5
Vinayak Nagar,3,1758.0,3.0,95.0,586.0
Gopalapura,4,3179.0,5.0,351.0,794.75
Kaikondrahalli,3,1342.0,3.0,92.0,447.3333333333333
Kalyan nagar,3,1800.0,3.0,85.0,600.0
Whitefield,4,2928.0,4.0,198.0,732.0
Doddathoguru,2,1140.0,2.0,32.0,570.0
Raja Rajeshwari Nagar,2,1608.0,2.0,85.0,804.0
Kadugodi,3,1645.0,2.0,82.0,548.3333333333334
Ramamurthy Nagar,3,1410.0,2.0,56.4,470.0
Harlur,2,1200.0,2.0,52.0,600.0
8th Phase JP Nagar,3,1275.0,2.0,41.5,425.0
Dodda Nekkundi,4,3800.0,4.0,600.0,950.0
Kada Agrahara,3,909.0,2.0,40.0,303.0
Basavanapura,2,1200.0,3.0,85.0,600.0
Kalyan nagar,2,1080.0,2.0,73.0,540.0
Madanayakahalli,2,1200.0,2.0,34.0,600.0
Akshaya Nagar,2,1092.0,2.0,60.0,546.0
Jalahalli,3,1932.0,4.0,135.0,644.0
KR Puram,2,1156.0,2.0,72.0,578.0
Bellandur,2,924.0,2.0,35.11,462.0
Thubarahalli,2,1330.0,2.0,75.0,665.0
Thanisandra,3,1917.0,4.0,113.0,639.0
Chandapura,2,985.0,2.0,25.12,492.5
Mahalakshmi Puram,6,2400.0,6.0,408.0,400.0
Richmond Town,4,1800.0,5.0,500.0,450.0
Mahalakshmi Puram,2,1290.0,1.0,225.0,645.0
Kodigehalli,1,655.0,1.0,53.0,655.0
4th Block Koramangala,3,1800.0,3.0,140.0,600.0
Margondanahalli,4,1360.0,2.0,45.0,340.0
Bellandur,3,1785.0,3.0,118.0,595.0
Kadugodi,7,4000.0,7.0,130.0,571.4285714285714
Hebbal,3,1645.0,3.0,120.0,548.3333333333334
Gottigere,2,1235.0,2.0,63.0,617.5
Anandapura,2,900.0,2.0,48.0,450.0
Thanisandra,1,662.0,1.0,42.0,662.0
TC Palaya,5,1440.0,5.0,100.0,288.0
Whitefield,2,1215.0,2.0,62.0,607.5
Bisuvanahalli,2,845.0,2.0,37.0,422.5
Sarjapur  Road,3,1525.0,2.0,87.0,508.3333333333333
Jaladarsini Layout,2,1000.0,2.0,48.0,500.0
Hebbal,3,1255.0,2.0,90.0,418.3333333333333
Mysore Road,3,1560.0,3.0,120.0,520.0
Kasavanhalli,3,2100.0,3.0,110.0,700.0
Kodichikkanahalli,3,1620.0,2.0,85.0,540.0
Marathahalli,3,1595.0,3.0,90.0,531.6666666666666
Basavanapura,2,1095.0,2.0,38.52,547.5
9th Phase JP Nagar,2,835.0,2.0,37.0,417.5
Hennur Road,3,2182.0,3.0,72.04,727.3333333333334
Thigalarapalya,2,1418.0,2.0,106.0,709.0
Sanjay nagar,3,1900.0,2.0,180.0,633.3333333333334
Whitefield,3,2700.0,5.0,175.0,900.0
BTM 2nd Stage,2,1070.0,2.0,48.0,535.0
Ramamurthy Nagar,9,2000.0,9.0,150.0,222.22222222222223
Munnekollal,43,2400.0,40.0,660.0,55.81395348837209
Electronics City Phase 1,1,755.0,1.0,42.41,755.0
Hebbal,3,1645.0,3.0,117.0,548.3333333333334
Sarjapur,3,2400.0,3.0,190.0,800.0
Chandapura,1,645.0,1.0,16.45,645.0
4th T block Jayanagar,4,3900.0,4.0,333.0,975.0
Attur Layout,3,2400.0,4.0,200.0,800.0
1st Block HRBR Layout,10,2416.0,10.0,600.0,241.6
Electronics City Phase 1,2,919.0,2.0,28.0,459.5
Bannerghatta Road,3,1725.0,3.0,110.0,575.0
Sarjapur  Road,2,1346.0,2.0,71.32,673.0
Electronic City Phase II,2,1070.0,2.0,45.0,535.0
Begur Road,2,1225.0,2.0,35.52,612.5
